description,ingredients,instructions,name,calories,carbs,protein,fat
"Perhaps your friends and/or family who practice less than diligent eating habits would like to believe that you would probably shriek and flee at the sight of a cheesecake. Throw them for a loop and prepare one yourself and then let them watch you sit down and eat half of it. Of course, you'll be eating our high-protein, healthy, and delicious version, but they'll be none the wiser. We even  managed to slip some omega-3’s in there! Good luck keeping one of these around for longer than a day.","['Crust:', '1 cup graham cracker crumbs', '1/4 cup ground flax seeds', '1/4 cup raw oat bran', '1 oz fat-free cream cheese, warmed in microwave', '1/3 cup water Cheesecake:', '2 cups lowfat cottage cheese', '1/2 package (52 g) powdered Jell-O instant pudding, cheesecake flavor', '3 oz. fat-free cream cheese', '3 scoops vanilla or strawberry whey protein powder', '2 cups sliced etrawherriec']","Mix crust ingredients in a large bowl. Stir this mixture until it is all the same consistency, and then press into a 9-inch pie pan coated with olive oil olive oil cooking spray, stretching the crust up the sides of the pan. Blend the remaining ingredients except the strawberries on high until smooth and creamy. Stir- in the sliced strawberries, then pour the mixture into the crusted pan, and refrigerate for 1 hour.",NO-BAKE STRAWBERRY CHEESECAKE,1632,56,232,48
"Have you ever noticed that zucchini bread sounds like it should be healthy, but it is typically full of sugar, enriched flour, and bad fats? We're taking a great concept, avoiding the bad ingredients, and adding a host of good ones that provide not only protein, but vitamins and micronutrients from the zucchini, fiber from the whole wheat flour and flax meal, and omega- 3’s from the flax. But don’t get lost in the technicalities of this recipe — it tastes great!","['Wet Ingredients:', '5 large whites (1 cup)', '1 shredded zucchini (medium)', '1 tbsp flax oil', 'Dry Ingredients:', '1 large apple, shredded', '1/2 cup flax meal', '1/2 cup whole wheat flour', '4 scoops vanilla whey protein powder', 'Splenda, to taste (0.5 cup granulated/ or about 10 packets for me)', '1.5 tsp cinnamon', '1/2 tsp baking powder', '1/2 tsp baking soda']","Place zucchini in separate bowl; fold beaten egg mixture and flax oil into zucchini. Stir dry ingredients; add to zucchini mixture. Mix well. Pour batter into greased 8 x4 inch loaf pan. Bake at 325 degrees for approximately 45-50 minutes or until tester comes out clean. *Be sure not to overcook, or it will become hard and dry as stone.",ZUCCHINI BREAD,1404,138,132,0
"Here’s a tasty little treat that is also well suited for that second jolt of fast-acting carbs and protein after your post exercise shake. Or you can split it up fora couple of desserts for later. Long grain Indian rice — basmati — is used in this recipe. The quality/fragrance/taste of basmati is far superior to most others. Sure the GI is higher than brown rice, but in this case the taste just doesn’t compare. That’s why we recommend eating it for one of the post workout meals.","['1 cup dry basmati rice, rinsed and drained', '2 cups skim milk', '2 scoops vanilla protein powder (try to find a brand that doesn’t taste like powdered chicken feet, and depending on the brand, you might add some Splenda to get the desired sweetness).', '2 tablespoons sugar-free instant Jell-O vanilla pudding', 'Salt, dash']","Bring the basmati rice to a boil in the milk, cover and simmer on low heat for 15 minutes, remove from heat and fluff with a fork. Add the protein powder (and Splenda if necessary), and a dash of salt, stir, cover and put in fridge until it cools. Add Jell-O mix to cooled mixture, stir, and you're all set.",RICE PUDDING,801,117,69,39
"If you like the health benefits of flax, but can’t stand the taste of the oil, this recipe combines flax with chocolate and peanut butter for a tried and true taste combination. The simplicity and ease of these bars makes them an instant hit.","['4 scoops chocolate protein powder', '2/3 cup flax meal', '4 tablespoons chunky natural peanut butter', '1/4 cup water', 'Splenda, to taste']","Mix everything together in a large bowl and start stirring. At first, it will seem like it’s not enough water, but keep stirring, and it will eventually become a sticky blob of dough. If you have to, add some water 1 tablespoon at a time. Divide the mixture in four equal portions, and put them into separate pieces of plastic wrap, shaping into a bar within the wrap. It’s easier to shape them by laying plastic wrap in one side of a small casserole dish, pressing the dough into the natural shape of the dish. Put the bars into the fridge, or store them in the freezer. You can eat them chilled, or even frozen, or you can eat it right out of the bow] if you're feeling impatient.",PEANUT BUTTER FUDGE BARS,1132,44,116,60
We took great pains to create a protein bar that is not as dry and chewy as Fido’s rubber bone. These bars provide a multi-layer gooey goodness that appeases even the most finicky of eaters. Just leave out the “protein bars” in  the title if you’re feeding them to a disbeliever.,"['1 cup oat flour', '1 cup whole wheat flour', '6 scoops strawberry or vanilla whey protein powder', '2/3 cup nonfat plain yogurt', '1 omega-3 egg', '1 cup oat bran', '1 cup granulated Splenda', '1 cup applesauce, unsweetened', '2 tbsp honey', '1 large apple, cored and chopped', '2 tsp vanilla extract', '2 tsp cinnamon', '1/2 teaspoon salt', '1 tbsp olive oil']","Combine these in a large bowl: oat flour, whole wheat flour, salt, 1 teaspoon cinnamon, and most of the Splenda, leaving a couple of tablespoons for later. Stir these dry ingredients together. Put the yogurt, egg white, vanilla extract, and olive oil in a blender, and turn it on low. Add the protein powder 1 scoop at a time, until thoroughly blended. Pour this mixture into the bowl, and stir together until it has the consistency of dough.  Coat a 9 x 13 inch baking pan with olive oil cooking spray, then pour the mixture into the pan, flattening it up to the edges. Next, mix the applesauce, 1 teaspoon cinnamon, chopped apple, and honey together, and pour over the top of the dough mixture in the pan, spreading evenly. Sprinkle the oat bran over the top, until thoroughly and evenly covered, and then sprinkle the remaining Splenda over the top. Bake for 15 minutes at 350-degrees F, and then switch to broil for 3-4 minutes, just until top is slightly browned. Be careful not to overcook.",APPLE COBBLER PROTEIN BARS,200,29,0,0
"These are simple, quick, and delicious bars for those of you who are looking for a quick meal on the go, without having to worry about getting a load of sugar. This is yet another version of a protein bar utilizing the complex carbs from our friend Avena sativa, a.k.a. oats. Baking powder gives this recipe a brownie texture, and the tartness of the dried cranberries provides a great balance to the chocolate and oats.","['1.5 cups rolled oats, ground into a powder in a food processor', '1 cup whole wheat flour', '5 scoops chocolate protein powder', '1 cup granulated Splenda', '1/3 cup dried cranberries', '2 tsp baking powder', '1 tsp cinnamon', '1/2 tsp salt', '2/3 cup nonfat plain yogurt', '1/3 cup applesauce', '2 tbsp honey', '1 tbsp olive oil or', 'flax oil']","Combine the dry ingredients in a large bowl, mixing briefly. Add the yogurt, applesauce, and oil to a food processor, and mix on low. Add the protein powder into this mixture, while blending, one scoop at a time, until thoroughly blended. Pour this mixture into the dry ingredients, add the honey, and stir together until everything is mixed well. Pour the dough into a 8x12 inch cooking dish, and bake at 350-degrees F for 10-12 minutes (don’t cook it too long or it will lose it’s chewy texture and moisture).",CRANBERRY OAT BROWNIES,1836,246,156,30
"Have you seen those seemingly innocent scones sitting in the cases at your local coffee shop? Be afraid. Be very afraid. It’s amazing how much bad fat and empty calories they can stuff into those funny-shaped biscuits. Well, we chose to stuff ours with protein and healthy carbs from whole grains. They’ve also got plenty of vitamins and fiber.","['1 cup whole-wheat flour, plus 1/2 cup of flour, set aside', '1 cup rolled oats', '1 cup oat flour', '6 scoops strawberry whey protein powder', '3/4 cup dried apricots, chopped', '1/2 cup applesauce', '2-inch cube of fresh ginger root, peeled and chopped', '1/4 cup granulated Splenda', '1.25 tsp baking powder', '1/4 tsp salt', '1/4 cup nonfat dry milk powder', '1/2 cup water', '1/2 tbsp canola or olive oil']","Combine the dry ingredients in a large bowl (except the 1/2 cup whole wheat flour). To make the oat flour, process 1 cup of rolled oats in a blender on high, until transformed into a fine powder.  Add the applesauce and water, and mix until a soft dough is formed. Spoon out 1/3 of the dough and place on a floured surface. Sprinkle flour over the top of the pile, and flatten into a 3/4 -inch thick circular patty. Cut the circle into four wedges (twice crosswise). Place each wedge on a cookie sheet coated with olive oil cooking spray. Repeat for the remaining 3rds of the dough.  Cook for 10-12 minutes at 350 degrees F.",GINGER APRICOT SCONES,2112,300,180,24
"How many times have you heard people recommend eating cottage cheese before bed because casein (the protein in cottage cheese) is digested slowly, feeding those hungry muscles during your nocturnal dream quest? In theory, this sounds great. In practice, spooning those curds down your gullet can be rather bland or downright disgusting, depending on your tolerance for cottage cheese. Put your worries behind you because we've not only devised a way to make cottage cheese taste great, but we've also added a healthy dose of essential fatty-acids from peanuts and flax, together with fiber to ensure that everything is absorbed at glacial speed during the wee hours of  the night.","['1/2 cup lowfat cottage cheese (2%)', '2 tbsp flax meal', '1 tbsp natural peanut butter', '1 scoop chocolate whey protein with casein (e.g., Low-Carb Grow!)', 'Splenda, to taste']","This one is truly designed for the tired and weary who want nothing to do with a complex recipe that requires cooking and cleaning. We’ve made it simple — grab a bowl and a spoon, put everything in it, and stir until you have a smooth texture. Oh yeah, spoon it in your mouth.",PRE-BED SNACK,364,14,44,16
"These bars are designed to fill a slot during the post-workout period. Using a 2:1 ratio of carbs to protein, they are perfect for rushing protein to hungry muscles after a taxing workout. Two types of high-GI carbs are used (dextrose and maltodextrin) to maximize insulin response, magnifying the anabolic effect. If you had to choose just one of these carbohydrate powders, dextrose would be a better choice because it tastes sweeter than maltodextrin.  But don’t let all of this technical discussion make you think that we have neglected taste for nutrition. It took a lot of trial and error to develop a recipe that people would actually eat.  In fact, these bars  taste great!","['6 scoops vanilla whey protein (120 g protein)', 'cup dextrose cup maltodextrin', '/4 cup malt-sweetened chocolate chips', '/2 cup puffed rice cereal', 'Splenda, to taste (about /2 cup granulated, or', '2 packets)', 'tsp vanilla extract', '/2 tsp butter salt', '', '/2 cup water']","In a large bowl combine the whey, dextrose, maltodextrin, chocolate chips, Splenda, and butter salt. Mix completely and then add water and vanilla extract. Mix completely; press into an 8x8-inch baking dish coated with olive oil cooking spray. The dough will be very sticky, so the best method for spreading evenly into the baking dish is to use two large spoons coated with olive oil cooking spray. Push the bottom of the spoons onto the dough and push them in opposite directions, until the dough is spread evenly.  Just before baking, press the puffed rice cereal into the top of the dough. Do not mix the Rice Crispies into the dough earlier, or they will become soggy and lose their crisp.",CHOCOLATE CHIP COOKIE DOUGH BARS,2016,306,132,30
"These aren’t your regular old hippy fare. Packed with protein, complex carbs, and EFA’s, these designer granola bars were formulated to feed those hungry muscles without all of the sugary nonsense that is typical of most other granola bars. The taste of these bars is incredible, so go ahead and indulge in some guilt-free, whole food goodness.","['2 cups rolled oats', '1/2 cup crushed walnuts', '1/2 cup unpacked raisins (2 oz.)', '4 tbsp whole flax seeds', '4 scoops vanilla whey', '2 tbsp honey', '1/4 tsp salt', '1/4 tsp vanilla extract', '1/2 cup sugar free maple syrup']","Ina large bowl combine the oats, walnuts, flax seeds, raisins, and whey. Add the honey, syrup, vanilla, and salt. Stir until everything is thoroughly mixed. At first, it will seem too dry, but continue stirring and it will eventually blend.  Coat a clean, dry 8x8-inch baking dish with olive oil cooking spray, then press the mixture into the bottom of the dish. The mixture should extend to all corners evenly, and it should be about 1-inch thick. You can also use a smaller baking dish for thicker, chewy bars.  Bake at 350-degrees F for 10 minutes.",GRANOLA BARS,1928,224,144,56
"Coffee has its advantages and disadvantages. The advantages include increased energy and mental clarity. The disadvantages include decreased insulin sensitivity. While it’s probably advisable to get your caffeine from healthier sources, such as green tea, we realize that many of us will give up coffee only when they pry it from our cold, dead hands. So here’s a coffee recipe for you die hards. Coffee beans are used here to provide texture, flavor, and a nice energy boost that’s best suited for the morning and/or before a workout.","['Ingredients', '1 cup oat flour (110 grams)', '1 cup whole wheat flour', '5 scoops chocolate whey protein', '1/2 cup whole espresso beans', '1/2 tsp salt', 'Splenda, to taste (about', '1 cup granulated)', '1 omega-3 egg plus one egg white, beaten', '2 tbsp honey', '1 cup chocolate 2% Carb Countdown dairy beverage']","Combine all of the dry ingredients in a large bowl, stir, and then add the eggs, honey and Carb Countdown. Mix well, and then pour the dough into an 8x12 inch cooking dish. Bake at 350-degrees F for 12-15 minutes, or until a fork stuck into the center comes out dry. Be sure not to overcook or it will become chewy and tasteless.",MOCHA ESPRESSO BARS,1800,240,156,24
"Post-workout shakes are more science than artwork, and they should consist of high- GI carbs like dextrose and maltodextrin and a quick-digesting protein like whey hydrosylate, at a ratio of 2:1 or 3:1. There are a few pre- made products that meet these criteria you can choose from. Or you can make your own by purchasing these ingredients separately. If you can afford it, the pre-made post-workout powders are superior if for taste alone, as whey hydrosylate tastes incredibly bad without major flavoring.  Of the workout drinks on the market, Biotest Surge tops the list.","['Surge, 2 rounded scoops']","Add 2 scoops to a shaker bottle together with 320z cold water, shake, and sip during and after workout.  To pick up some Biotest Surge, click this link below:  http: / /www.t-nation.com /|",BILOTEST SURGE (DURING AND POST-WORKOUT SHAKE),350,49,25,15
"This shake is a great one to satiate a sweet tooth, without getting a big dose of fats and sugars together. Instead, a healthy dose of protein and monounsaturated fats are provided in a nice frosty package.","['1 cup Carb Countdown Dairy Beverage, Chocolate 2%', '1/2 cup 2% cottage cheese', '2 tbsp natural peanut butter', '1.5 cup ice', 'Splenda, to taste']","Add all of the ingredients to a blender and process on medium to high for 30 seconds, until smooth and  creamy.",CHOCOLATE PEANUT BUTTER SHAKE,402,17,35,23
This shake provides the great taste and monounsaturated fatty acids of mixed nuts together with omega-3’s from flax and protein from whey and casein for a healthy meal perfect for a nightcap.,"['1 scoop vanilla whey protein', '1/3 cup lowfat cottage cheese', '2 tbsp flax seeds', '1/2 ounce almonds', '1/2 ounce walnuts', '1 cup ice', '1/4 cup water', 'Splenda, to taste']","Add the flax seeds, cottage cheese, whey, Splenda, ice and water into a blender, in that order. Blend on medium-high for about a minute, until smooth and creamy. Use as little water as possible for a thick shake. If your blender won’t mix, then add 1 tbsp of water at a time until it begins blending properly. Add the almonds and walnuts and blend for an additional 15 seconds, just until the nuts have been crushed and still provide a crunchy texture.",NUTS & FLAX SHAKE,470,18,42,28
"Combining peanut butter and butterscotch really makes this shake sing, and brings out the nutty flavor of flax seeds, making this a very popular meal. Again, this shake is suitable for any time outside of the post- workout window, and is particularly useful for an end-of-the-day essential fatty acid boost.","['1 scoop chocolate whey protein', '1/3 cup lowfat cottage cheese', '2 tbsp flax seeds', '1 tbsp natural peanut butter', '1 tbsp sugar free instant Jell-O, butterscotch flavor', 'Splenda, to taste', '1 cup ice', '1/4 cup water']","In a blender, add the flax seeds, cottage cheese, peanut butter, whey protein, Jell-O, Splenda, ice, and water, in that order. Blend on medium-high for about 60 seconds, or until the shake is smooth and creamy. Use as little water as possible for a thick shake. If your blender won't mix, then add 1 tbsp of water at a time until it begins blending properly.",PEANUT BUTTERSCOTCH SHAKE,414,21,41,19
"The taste harmony of almond and coconut has long been known by candy makers. Now you can enjoy these two flavors without all the sugar, and with whey protein fora balanced meal.","['1 scoop chocolate whey protein', '1 cup chocolate', '2 % Carb Countdown dairy beverage', '6 almonds', '1 tbsp grated coconut Splenda, to taste', '1/2 tsp almond extract', '1 cup ice']","Combine all of the ingredients except the almonds in a blender and process on medium-high for about a minute, until the shake is smooth and creamy. Add the almonds and process on low, just until they are chopped but not entirely pulverized.",ALMOND COCONUT SHAKE,351,11,37,19
"Berries are an incredible source of antioxidants, and should not be neglected in any healthy diet. This shake provides a berry fix, together in a delicious, refreshing shake with, you  guessed it, protein.","['cup frozen strawberries', '/2 cup frozen blackberries', '/2 cup frozen blueberries', '/2 cup nonfat plain yogurt', 'scoop vanilla whey protein', 'tbsp honey', '', 'cup ice']","Combine all of the ingredients in a blender and blend on medium-high until smooth and creamy. You may have to add a little water, but do so one tablespoon at a time, just until the shake starts blending. Splenda may be added for additional sweetness.",MIXED BERRY SHAKE,382,64,31,3
"The wonderful flavors of strawberries and banana marry well in this shake that is surprisingly simple to make. Fresh strawberries can of course be used, and we encourage you to do so when they are in season. Otherwise, frozen berries are always a convenient way to enjoy one of Mother Nature’s most delicious foods year- round.","['1 medium banana', '1 cup strawberries', '1 cup skim milk', '1 scoop strawberry whey protein', '1 cup ice Splenda, to taste']",Combine everything in a blender and process on medium-high until smooth and creamy. More ice may be added for a thicker texture.,STRAWBERRY BANANA SHAKE,356,55,32,3
"Toasted wheat germ balances the flavor of apples and cinnamon, and brings your favorite oatmeal flavor right into your cup.","['1 scoop vanilla whey protein', '1 cup applesauce, unsweetened', '1 tsp ground cinnamon', '2 tbsp toasted wheat germ', '1 tbsp honey', '1 cup ice']",Combine all of the ingredients in a blender and process on medium-high until smooth and creamy. Add water a tablespoon at a time if necessary.,APPLE-CINNAMON SHAKE,339,56,27,3
"Apricots lend themselves to the creamy tartness of yogurt quite well. Combined into a shake, this makes a refreshing meal perfect for a hot summer day.","['10 dried apricot halves', '1 cup nonfat plain yogurt', '1 scoop vanilla whey protein', '1 cup ice Splenda, to taste']",Combine everything in a blender and process on medium-high until smooth and creamy. More ice may be added for a thicker texture.,APRICOT YOGURT SHAKE,330,42,37,2
